kinase,substrate
FGFR4,KLHL25
FGFR4,MAP4K5
FGFR4,MAPK1
FGFR4,MAPK12
FGFR4,MAPK8
FGFR4,MBNL3
FGFR4,MDFI
FGFR4,NFATC4
FGFR4,NMI
FGFR4,PPP1R13L
FGFR4,RAP1A
FGFR4,RELA
FGFR4,RET
FGFR4,RIPK3
FGFR4,RNUXA
FGFR4,SOX10
FGFR4,SRXN1
FGFR4,UHMK1
FGFR4,WT1
FGFR4,ZYX
FGR,ANXA1
FGR,ASCC1
FGR,BCL3
FGR,CBL
FGR,CRK
FGR,CTTN
FGR,DDEF2
FGR,EIF4A3
FGR,EIF4B
FGR,ENO1
FGR,ETS1
FGR,HCLS1
FGR,HNRPK
FGR,KHDRBS1
FGR,MAPK1
FGR,MDM4
FGR,NCL
FGR,NCOA2
FGR,NFATC4
FGR,NPM1
FGR,POLR1C
FGR,QKI
FGR,RBBP5
FGR,RXRA
FGR,RXRG
FGR,SFRS1
FGR,SRF
FGR,TRIM24
FGR,TRIP10
FGR,TRIP6
FGR,YWHAH
FGR,ZAP70
FGR,ZYX
FRK,CBL
FRK,CSRP3
FRK,CUEDC2
FRK,DDX25
FRK,GTF2I
FRK,HMG20B
FRK,MAPKAP1
FRK,MYEF2
FRK,PPP1R8
FRK,RBM27
FRK,RUVBL1
FRK,RUVBL2
FRK,THOC1
FYN,BFAR
FYN,CSRP3
FYN,CTTN
FYN,DDEFL1
FYN,EIF2AK2
FYN,EIF4B
FYN,HCLS1
FYN,HLCS
FYN,MAPK7
FYN,MDFI
FYN,MTA1
FYN,NFATC4
FYN,OTUD7B
FYN,PRKACA
FYN,SFRS1
FYN,SOX10
FYN,SRA1
FYN,TSC22D3
FYN,UBE2L3
FYN,ZCCHC11
FYN,ZYX
GRK5,ANKS1A
GRK5,BMX
GRK5,C13orf15
GRK5,CAMK2A
GRK5,DDEF2
GRK5,DDEFL1
GRK5,EIF4H
GRK5,ENO1
GRK5,GNA12
GRK5,HLCS
GRK5,PINX1
GRK5,PQBP1
GRK5,SRXN1
GRK5,TBC1D22A
GRK5,TNF
GRK5,TRIP10
GRK5,ZYX
GRK6,MAPK8
GRK6,PRKCD
GSG2,AIRE
GSG2,C11orf9
GSG2,LZTS1
GSG2,NEUROD1
GSG2,PLK1
GSK3A,ANKS1A
GSK3A,BCL3
GSK3A,CDK9
GSK3A,DDEF2
GSK3A,LARP1
GSK3A,RSBN1
GSK3A,RXRA
GSK3A,SFRS1
GSK3A,TCF4
GSK3B,ABI2
GSK3B,ASCC1
GSK3B,BCL3
GSK3B,CSDC2
GSK3B,CSRP3
GSK3B,CTTN
GSK3B,EIF2AK2
GSK3B,FGR
GSK3B,GPBP1L1
GSK3B,HCLS1
GSK3B,HLCS
GSK3B,HNRPK
GSK3B,MTA1
GSK3B,NEUROD1
GSK3B,OTUD7B
GSK3B,POP7
GSK3B,PPP1R13L
GSK3B,PRKACB
GSK3B,PRKAR1A
GSK3B,PSPC1
GSK3B,RSBN1
GSK3B,SMARCC2
GSK3B,SMPX
GSK3B,SNRP70
GSK3B,TRIP10
GSK3B,UBE2A
GSK3B,ZHX1
GSK3B,ZYX
HCK,HLCS
HCK,QKI
HIPK1,BMX
HIPK1,CAMKK1
HIPK1,CDK2
HIPK1,CHEK1
HIPK1,COBRA1
HIPK1,COPS6
HIPK1,ECSIT
HIPK1,HCLS1
HIPK1,MAPK1
HIPK1,MAX
HIPK1,MDM4
HIPK1,MTA1
HIPK1,PRKACA
HIPK1,PRKCD
HIPK1,RIPK3
HIPK1,RPS6KA2
HIPK1,SNUPN
HIPK4,ANKS1A
HIPK4,CAMKK1
HIPK4,CCM2
HIPK4,CENTD2
HIPK4,CSRP3
HIPK4,DDEFL1
HIPK4,GPBP1
HIPK4,HCLS1
HIPK4,KLHL25
HIPK4,MLX
HIPK4,NRIP2
HIPK4,OPTN
HIPK4,PKNOX1
HIPK4,PLCD4
HIPK4,PRKACA
HIPK4,RNUXA
HIPK4,RPS6KA2
HIPK4,SOX10
HIPK4,TOB2
ICK,MBNL3
IGF1R,CTTN
IGF1R,MTA1
IGF1R,NFATC4
IKBKB,EIF2AK2
IKBKB,TSC22D3
ILK,CHEK1
ILK,DDX20
ILK,EIF4A2
ILK,NOC2L
ILK,PDPK1
ILK,PINX1
ILK,PRKACA
ILK,RIPK3
IRAK1,CHEK1
IRAK1,CSNK2A2
IRAK1,GNA12
IRAK1,OTUD7B
IRAK1,SMARCB1
IRAK3,ATP5J2
IRAK3,CSDE1
IRAK3,OTUD7B
IRAK3,PSMA6
IRAK3,TRIM28
ITK,AIRE
ITK,CSNK1G2
ITK,CSRP3
ITK,HLCS
ITK,NEUROD1
ITK,NFATC4
JAK2,ABI2
JAK2,CHEK2
JAK2,CTTN
JAK2,FGR
JAK2,GRK5
JAK2,KHDRBS2
JAK2,MAP4K5
JAK2,MAPK12
JAK2,MAPK7
JAK2,MED28
JAK2,MTA1
JAK2,NUP133
JAK2,PRKACA
JAK2,RIPK3
JAK2,SMAD3
JAK2,SNCA
JAK2,SNRPB
KIT,MTA1
KSR2,PRKACA
LATS1,GADD45A
LATS1,MDM4
LATS1,PPP2R1A
LATS1,RPA2
LATS1,ZYX
LCK,CBL
LCK,CTTN
LCK,ERF
LCK,ETS1
LCK,FGR
LCK,HDAC8
LCK,HNRPK
LCK,IRAK1
LCK,KLHL25
LCK,MAPK12
LCK,MBNL3
LCK,MTA1
LCK,MXD1
LCK,PINX1
LCK,RPA2
LCK,SMAD4
LCK,SMARCC2
LCK,TRIM16
LCK,TRIP10
LCK,TSC22D3
LCK,VDR
LCK,VHL
LCK,WWP1
LCK,ZYX
LIMK2,CRK
LIMK2,DDX19B
LIMK2,HLCS
LIMK2,PRKCD
LIMK2,PTK2B
LYN,CSRP3
LYN,HLCS
LYN,HNRPK
LYN,HSD17B10
LYN,HSPA2
LYN,MRPL18
LYN,MTA1
LYN,NDUFB4
LYN,NEUROD1
LYN,PKM2
LYN,TBC1D10B
LYN,YWHAZ
MAK,CBL
MAP2K1,NEK3
MAP2K1,PRKCD
MAP2K2,HSF1
MAP2K2,MTA1
MAP2K2,RPS6KA2
MAP2K3,MAPK1
MAP2K4,CTTN
MAP2K4,EIF4A2
MAP2K4,MDM4
MAP2K4,NAP1L1
MAP2K4,NEUROD1
MAP2K4,RIPK3
MAP2K4,RPS20
MAP2K4,UBE2I
MAP2K4,ZRANB2
MAP2K6,OTUD7B
MAP2K6,PRKCD
MAP2K6,RUVBL1
MAP2K6,TSC22D3
MAP2K7,AK2
MAP2K7,DDEFL1
MAP2K7,EXOSC5
MAP2K7,HCLS1
MAP2K7,HLCS
MAP2K7,MTA1
MAP2K7,RUVBL2
MAP2K7,SAFB2
MAP2K7,SRXN1
MAP2K7,TMSL3
MAP2K7,TRIM21
MAP2K7,UBB
MAP2K7,ZYX
MAP3K11,CAMKK1
MAP3K11,SMAD4
MAP3K13,EIF2AK2
MAP3K13,KLHL25
MAP3K13,MAP2K7
MAP3K13,MBNL3
MAP3K13,ZNF397
MAP3K14,CAMK2A
MAP3K14,GRK5
MAP3K14,HLCS
MAP3K14,MAP4K5
MAP3K14,MBNL3
MAP3K14,MLX
MAP3K14,NEUROD1
MAP3K14,RPS6KA2
MAP3K14,VHL
MAP3K7,BCL3
MAP3K7,CSDE1
MAP3K7,CTTN
MAP3K7,DAXX
MAP3K7,EIF4B
MAP3K7,FUBP1
MAP3K7,MAGEA6
MAP3K7,MDFI
MAP3K7,MDM4
MAP3K7,NAP1L1
MAP3K7,NFATC4
MAP3K7,OTUD7B
MAP3K7,PIM1
MAP3K7,PINX1
MAP3K7,PPP1R13L
MAP3K7,PRKCD
MAP3K7,RAP1A
MAP3K7,RIPK3
MAP3K7,RPA2
MAP3K7,RUVBL2
MAP3K7,RXRA
MAP3K7,SFRS4
MAP3K7,SNRP70
MAP3K7,SUMO4
MAP3K7,TRIM28
MAP3K7,TRIP10
MAP3K7,TTRAP
MAP3K7,UBE2L3
MAP3K7,UBE2N
MAP3K7,UHMK1
MAP3K7,ZAP70
MAP3K8,CAMKK1
MAP3K8,CHEK1
MAP3K8,CRY1
MAP3K8,GRK5
MAP3K8,NEUROD1
MAP3K8,UHMK1
MAP4K2,C21orf66
MAP4K2,GDI2
MAP4K2,HLCS
MAP4K2,MAPK12
MAP4K2,MBNL3
MAP4K2,RUVBL2
MAP4K2,SFRS1
MAP4K2,STIP1
MAP4K2,STUB1
MAP4K2,UBTD2
MAP4K5,CAT
MAP4K5,CTTN
MAP4K5,DOK1
MAP4K5,MED28
MAP4K5,PRKAR1A
MAP4K5,SRXN1
MAP4K5,STUB1
MAPK1,CLK3
MAPK1,CSNK1G2
MAPK1,CSRP3
MAPK1,CTTN
MAPK1,DDEFL1
MAPK1,EIF2AK2
MAPK1,ERF
MAPK1,FGR
MAPK1,GADD45A
MAPK1,HLCS
MAPK1,MDM2
MAPK1,MDM4
MAPK1,MED28
MAPK1,MTA1
MAPK1,NUP133
MAPK1,OTUD7B
MAPK1,PHF17
MAPK1,PPP1R13L
MAPK1,PRKAR1A
MAPK1,RAD23B
MAPK1,RAD51
MAPK1,RNH1
MAPK1,SMC3
MAPK1,SOX10
MAPK1,SRXN1
MAPK1,STK16
MAPK1,TP53
MAPK1,TSC22D3
MAPK1,UBE2A
MAPK1,ZBED1
MAPK10,ATF2
MAPK10,CBL
MAPK10,DAXX
MAPK10,DDEF2
MAPK10,DDEFL1
MAPK10,ETS1
MAPK10,HLCS
MAPK10,MAP2K7
MAPK10,MDM2
MAPK10,MDM4
MAPK10,MEF2A
MAPK10,MTA1
MAPK10,PRKCD
MAPK10,SARS
MAPK10,SF3B1
MAPK10,SRXN1
MAPK10,STUB1
MAPK10,UBB
MAPK10,ZHX1
MAPK10,ZYX
MAPK11,BFAR
MAPK11,HIF1A
MAPK11,LZTS1
MAPK11,PPP1R13L
MAPK12,DDEFL1
MAPK12,HLCS
MAPK12,MTA1
MAPK12,PRKACA
MAPK13,CHEK1
MAPK13,CLK1
MAPK13,MAX
MAPK13,PRKACA
MAPK14,BFAR
MAPK14,CSRP3
MAPK14,GEMIN7
MAPK14,GRK5
MAPK14,HLCS
MAPK14,MAP4K2
MAPK14,MAPK1
MAPK14,MLX
MAPK14,NUP62
MAPK14,RBM12
MAPK14,SKAP1
MAPK14,SNF1LK
MAPK14,SYK
MAPK14,TRIM24
MAPK14,ZAP70
MAPK14,ZHX1
MAPK15,CBL
MAPK15,COPS6
MAPK15,ETS1
MAPK15,FGR
MAPK15,RET
MAPK3,BCL3
MAPK3,BMX
MAPK3,CDC25A
MAPK3,CDK9
MAPK3,MAPK8
MAPK3,MDFI
MAPK3,MXD1
MAPK3,NFATC4
MAPK3,PINX1
MAPK3,PRKACB
MAPK3,PTBP1
MAPK3,SSBP3
MAPK3,TRIM28
MAPK3,ZHX1
MAPK6,DAZAP1
MAPK6,ORC1L
MAPK6,PDLIM5
MAPK6,RCC1
MAPK7,CDK9
MAPK7,GTF3C3
MAPK7,MAPK8
MAPK7,MDM4
MAPK7,PRKACA
MAPK7,RAP1A
MAPK7,RIPK3
MAPK7,SARS
MAPK7,SCC-112
MAPK7,TRIM28
MAPK7,TRIP10
MAPK8,APBB1
MAPK8,ATF2
MAPK8,ATF7
MAPK8,BRCA1
MAPK8,CENTD2
MAPK8,DDEF2
MAPK8,DYRK1B
MAPK8,EDF1
MAPK8,EIF4A2
MAPK8,ELK1
MAPK8,ERF
MAPK8,ETV1
MAPK8,FBL
MAPK8,FBXO3
MAPK8,FOSL1
MAPK8,HSF1
MAPK8,HTATIP
MAPK8,LZTS1
MAPK8,MAPK1
MAPK8,MAPK12
MAPK8,MDM4
MAPK8,MITF
MAPK8,MTF2
MAPK8,NCL
MAPK8,NCOA4
MAPK8,NPM1
MAPK8,PPARA
MAPK8,PPP1R13L
MAPK8,PPP2R1A
MAPK8,RCHY1
MAPK8,RNH1
MAPK8,RPA1
MAPK8,RPA2
MAPK8,RUVBL2
MAPK8,RXRA
MAPK8,SF3B1
MAPK8,SMAD3
MAPK8,SMAD4
MAPK8,SNRP70
MAPK8,SRF
MAPK8,STUB1
MAPK8,SUMO1
MAPK8,SUMO3
MAPK8,SUMO4
MAPK8,TRIM24
MAPK8,TRIM28
MAPK8,TRIP6
MAPK8,UBE2A
MAPK8,VDAC1
MAPK8,XPA
MAPK8,XPO1
MAPK8,XRCC4
MAPK8,YWHAE
MAPK8,YWHAH
MAPK8,ZBTB16
MAPK8,ZHX1
MAPK8,ZNF385
MAPK9,BCL3
MAPK9,EIF2AK2
MAPK9,EIF4ENIF1
MAPK9,ETS1
MAPK9,HNRPUL1
MAPK9,ID1
MAPK9,MAP3K8
MAPK9,MDFI
MAPK9,MDM2
MAPK9,MDM4
MAPK9,MEF2A
MAPK9,MTA1
MAPK9,NFATC3
MAPK9,PPP1R13L
MAPK9,PRKAR1A
MAPK9,RPA2
MAPK9,RUVBL1
MAPK9,SMAD4
MAPK9,SMARCC2
MAPK9,SNRP70
MAPK9,SOX10
MAPK9,SUPT5H
MAPK9,TRIP10
MAPK9,XPO1
MAPK9,ZHX1
MAPKAPK3,CSRP3
MAPKAPK3,HLCS
MAPKAPK3,MYF6
MAPKAPK3,NEUROD1
MAPKAPK5,ASCC1
MAPKAPK5,BCL3
MAPKAPK5,CBL
MAPKAPK5,CHEK1
MAPKAPK5,CIAO1
MAPKAPK5,CLK1
MAPKAPK5,CSDC2
MAPKAPK5,CSDE1
MAPKAPK5,CSRP3
MAPKAPK5,DAXX
MAPKAPK5,DDEF2
MAPKAPK5,EIF4A2
MAPKAPK5,EIF4B
MAPKAPK5,EIF4ENIF1
MAPKAPK5,ETF1
MAPKAPK5,ETS1
MAPKAPK5,EXOSC5
MAPKAPK5,GPBP1
MAPKAPK5,HCLS1
MAPKAPK5,IRF3
MAPKAPK5,KLHL25
MAPKAPK5,MAPK1
MAPKAPK5,MAPK12
MAPKAPK5,MAPK8
MAPKAPK5,MBNL3
MAPKAPK5,MDFI
MAPKAPK5,MDM2
MAPKAPK5,NEUROD1
MAPKAPK5,NFATC4
MAPKAPK5,NPM1
MAPKAPK5,POP7
MAPKAPK5,PPP1R13L
MAPKAPK5,PRKACA
MAPKAPK5,PRKACB
MAPKAPK5,PSMA6
MAPKAPK5,PSMC3
MAPKAPK5,RAD23B
MAPKAPK5,RET
MAPKAPK5,RUVBL1
MAPKAPK5,RUVBL2
MAPKAPK5,S100A11
MAPKAPK5,SAFB2
MAPKAPK5,SARS
MAPKAPK5,SF3B4
MAPKAPK5,SFRS1
MAPKAPK5,SIP1
MAPKAPK5,SMAD4
MAPKAPK5,SMPX
MAPKAPK5,SND1
MAPKAPK5,SRXN1
MAPKAPK5,SUMO4
MAPKAPK5,TBC1D22A
MAPKAPK5,TRIM24
MAPKAPK5,UBE2I
MAPKAPK5,UBE2N
MAPKAPK5,UHMK1
MAPKAPK5,ZYX
MARK2,BAD
MARK2,C11orf9
MARK2,C14orf106
MARK2,CA5B
MARK2,CREB1
MARK2,EIF2S1
MARK2,LOC93349
MARK2,LZTS1
MARK2,TXN
MARK2,VHL
MARK2,WDR45L
MARK2,ZNF213
MARK2,ZNF565
MARK2,ZNF746
MARK3,CHEK2
MARK3,PPP2R5D
MARK3,PRKACA
MARK3,SMCR7L
MAST1,DDEFL1
MAST1,GRK5
MAST1,HLCS
MAST1,MTA1
MAST1,ZHX1
MAST2,CHGB
MAST2,MTA1
MAST2,UBE2L3
MATK,FGR
MATK,HLCS
MATK,MDFI
MET,ABI2
MET,CTTN
MET,MTA1
MET,NFATC4
MET,PRKACA
MET,UBE2L3
MKNK1,EIF4A2
MKNK1,EIF4B
MKNK1,GEMIN7
MKNK1,HLCS
MKNK1,MLX
MKNK1,MTA1
MKNK1,NFATC4
MKNK1,OTUD7B
MKNK1,UHMK1
MKNK2,MBNL3
MKNK2,MTA1
MKNK2,SMAD6
MKNK2,TRIM28
MOS,CSRP3
MOS,MBNL3
MOS,TRIM24
MST4,LZTS1
MYLK,NEUROD1
MYLK2,CRY1
MYLK2,MAP4K5
MYLK2,MAPK8
MYLK2,PPP2R1B
MYLK2,RIPK3
MYLK2,ZNF396
MYO3A,HLCS
MYO3A,MBNL3
MYO3A,SQSTM1
MYO3A,UHMK1
NEK10,DDEF2
NEK10,KCNIP2
NEK10,TRIP10
NEK11,C11orf9
NEK11,HLCS
NEK2,BCL3
NEK2,CRK
NEK2,CSDC2
NEK2,DDEF2
NEK2,EIF4ENIF1
NEK2,ETS1
NEK2,HCLS1
NEK2,HLCS
NEK2,MAP2K7
NEK2,MTA1
NEK2,PCM1
NEK2,PPP1R13L
NEK2,PRKCD
NEK2,PSMA6
NEK2,PSMC3
NEK2,RPS6KA2
NEK2,SAFB2
NEK2,SERBP1
NEK2,SFRS1
NEK2,SMPX
NEK2,SRXN1
NEK2,STIP1
NEK2,TMSL3
NEK2,TRIM24
NEK2,TRIP10
NEK2,UBB
NEK2,YWHAH
NEK2,ZYX
NEK3,APITD1
NEK3,ARID3A
NEK3,C11orf61
NEK3,C11orf9
NEK3,C14orf106
NEK3,C19orf2
NEK3,C21orf66
NEK3,CC2D1A
NEK3,CDCA7L
NEK3,CRK
NEK3,CSDC2
NEK3,HCLS1
NEK3,HNRPK
NEK3,HSPB1
NEK3,HTATIP
NEK3,LUZP1
NEK3,MDM2
NEK3,METTL3
NEK3,MTA1
NEK3,NFATC4
NEK3,NUP35
NEK3,PRDM10
NEK3,PSMA8
NEK3,RNASEH2C
NEK3,SMARCAD1
NEK3,SMARCAL1
NEK3,SMPX
NEK3,YWHAZ
NEK3,ZNF213
NEK3,ZNF765
NEK3,ZNF81
NEK3,ZYX
NEK4,CNOT6
NEK4,CPSF3
NEK4,CSRP3
NEK4,CSTF2T
NEK4,DCLRE1B
NEK4,DDX39
NEK4,DHX32
NEK4,DTX1
NEK4,EXOSC7
NEK4,EYA2
NEK4,GTF2B
NEK4,MED28
NEK4,MTA1
NEK4,MXD1
NEK4,NOL7
NEK4,ONECUT1
NEK4,POGZ
NEK4,SFMBT1
NEK4,SOX10
NEK4,ZNF410
NEK4,ZNF496
NEK4,ZNF597
NEK6,C21orf66
NEK6,CSRP3
NEK6,DCP1A
NEK6,FABP4
NEK6,HCLS1
NEK6,HLCS
NEK6,HSF1
NEK6,HTATIP
NEK6,MDM4
NEK6,MFN1
NEK6,NARG1L
NEK6,PDK2
NEK6,PSMA7
NEK6,PSMA8
NEK6,RAB14
NEK6,SMC3
NEK6,SNRP70
NEK6,SRA1
NEK6,TRIP10
NEK6,ZNF346
NEK7,HLCS
NEK7,MBNL3
NEK8,DDEFL1
NEK8,KLHL25
NEK8,MBNL3
NEK8,PHLDA2
NEK8,SMAD3
NEK8,UHMK1
NEK8,VPS39
NEK9,ABI2
NEK9,BCL3
NEK9,CBL
NEK9,DDEFL1
NEK9,EIF4ENIF1
NEK9,GRK5
NEK9,HCLS1
NEK9,MDFI
NEK9,MDM2
NEK9,MLX
NEK9,PLK1
NEK9,PPP1R13L
NEK9,VHL
NEK9,ZYX
NIM1,CRK
NLK,CSRP3
NLK,HLCS
NLK,NFATC4
NLK,PRKACA
NPR2,ACO1
NPR2,C19orf2
NPR2,C21orf66
NPR2,CC2D1A
NPR2,CSDC2
NPR2,DDEFL1
NPR2,DGCR8
NPR2,EGFR
NPR2,FAM110A
NPR2,HLCS
NPR2,KCNIP2
NPR2,MBNL3
NPR2,MDM2
NPR2,NUDT4
NPR2,PSMA6
NPR2,PSMA8
NPR2,PYCR1
NPR2,RAB5C
NPR2,RUVBL2
NPR2,S100A11
NPR2,SCP2
NPR2,SMAD4
NPR2,SRXN1
NPR2,TBC1D22A
NPR2,TIPIN
NPR2,TRIM26
NPR2,TRIM36
NPR2,UBE2V1
NPR2,UBTD2
NPR2,ZCCHC2
NRBP1,HLCS
NRBP1,MBNL3
NRBP2,CAMKK1
NRBP2,CBL
NRBP2,PER3
NRBP2,SOX10
NRBP2,TRIP10
NTRK3,ETS1
NTRK3,PRKCD
NTRK3,ZHX1
NUAK1,CDK2AP1
NUAK1,CHEK1
NUAK1,CSDE1
NUAK1,GNA12
NUAK1,MDM4
NUAK1,PPP2R1B
NUAK1,PRKACA
OXSR1,EEF1D
OXSR1,RAP1A
PAK1,ABI2
PAK1,ARHGAP20
PAK1,ARRDC4
PAK1,BCL3
PAK1,BPNT1
PAK1,BTBD14A
PAK1,C21orf7
PAK1,CAMKK1
PAK1,CHES1
PAK1,CSAG2
PAK1,CSNK1G2
PAK1,CSRP3
PAK1,CTTN
PAK1,CXXC1
PAK1,DAXX
PAK1,DDEFL1
PAK1,EIF4A3
PAK1,EIF4H
PAK1,EXOSC5
PAK1,FGR
PAK1,GRK5
PAK1,HCLS1
PAK1,HNRPK
PAK1,IRF3
PAK1,KCNIP4
PAK1,LIG1
PAK1,LOC93349
PAK1,MAGEA2B
PAK1,MAGEA9
PAK1,MAPK12
PAK1,MAPK7
PAK1,MAX
PAK1,MBNL3
PAK1,MDFI
PAK1,MDM4
PAK1,MEN1
PAK1,MGC27016
PAK1,MTA1
PAK1,MYOD1
PAK1,NFATC4
PAK1,OTUD7B
PAK1,PHB2
PAK1,PPP1R13L
PAK1,PPP2R1A
PAK1,PRDM1
PAK1,PRIM2A
PAK1,PRKACA
PAK1,RPS6KA2
PAK1,RUNX1T1
PAK1,SFRS1
PAK1,SMAD3
PAK1,SOX10
PAK1,STK16
PAK1,TRIM16
PAK1,UPK3A
PAK1,WDR45L
PAK1,ZBTB44
PAK1,ZCCHC8
PAK1,ZDHHC11
PAK1,ZHX1
PAK1,ZNF396
PAK4,ANKS1A
PAK4,BAD
PAK4,CBL
PAK4,CTTN
PAK4,DCP1A
PAK4,HMGN1
PAK4,KHDRBS1
PAK4,KHDRBS2
PAK4,LARP1
PAK4,LUC7L2
PAK4,MAPK12
PAK4,MTA1
PAK4,NFATC4
PAK4,TP53
PAK4,WNK1
PAK4,ZAP70
PAK4,ZHX1
PAK6,CBL
PAK6,MDM2
PAK6,MDM4
PAK6,NFATC4
PAK6,PSPC1
PAK6,RXRA
PAK6,SART3
PAK6,TRIM24
PBK,GADD45A
PBK,MDM4
PBK,MTA1
PBK,PPP1R13L
PBK,PPP2R1B
PBK,ZHX1
PDGFRB,MTA1
PDIK1L,C11orf9
PDIK1L,HCLS1
PDIK1L,NEUROD1
PDIK1L,ZHX1
PDK3,C21orf66
PDPK1,ASCC1
PDPK1,BMX
PDPK1,CSDE1
PDPK1,CTTN
PDPK1,DDEF2
PDPK1,DDEFL1
PDPK1,EEF1D
PDPK1,EIF2AK2
PDPK1,EIF4A3
PDPK1,EIF4ENIF1
PDPK1,EIF4H
PDPK1,FGR
PDPK1,FLT1
PDPK1,HDLBP
PDPK1,HLCS
PDPK1,HNRPK
PDPK1,MAPK12
PDPK1,MAPK7
PDPK1,MDM2
PDPK1,MDM4
PDPK1,MLX
PDPK1,NIPBL
PDPK1,NOC2L
PDPK1,PDLIM5
PDPK1,PRKAR1A
PDPK1,RPA1
PDPK1,SCC-112
PDPK1,SMAD4
PDPK1,SMAD7
PDPK1,TBC1D22A
PDPK1,TRIP10
PDPK1,XPO1
PDPK1,YWHAH
PDPK1,ZAP70
PIK3C3,ANKS1A
PIK3C3,CPSF3
PIK3C3,FUSIP1
PIK3C3,MDM4
PIK3C3,MYF6
PIK3C3,PINX1
PIK3C3,SFRS4
PIK3R4,ANKS1A
PIK3R4,CAMKK1
PIK3R4,PRKCD
PIM1,CSDC2
PIM1,CSRP3
PIM1,CTTN
PIM1,DDEFL1
PIM1,EIF2AK2
PIM1,EIF4B
PIM1,GRRP1
PIM1,HCLS1
PIM1,HLCS
PIM1,LZTFL1
PIM1,MTA1
PIM1,NEUROD1
PIM1,NFATC4
PIM1,PAGE4
PIM1,RAD23B
PIM1,RAP1A
PIM1,RUVBL2
PIM1,SOX10
PIM1,SP100
PIM1,TSC22D3
PIM1,VHL
PIM2,C19orf2
PIM2,C21orf66
PIM2,CRK
PIM2,EIF4ENIF1
PIM2,PUM1
PIM2,R3HDM2
PIM2,RBPMS
PIM2,RPS6KA2
PIM2,SFRS16
PIM2,ZHX1
PIM2,ZYX
PINK1,CAMKK1
PKN1,CSRP3
PKN1,DDEFL1
PKN1,EIF4B
PKN1,HCLS1
PKN1,HLCS
PKN1,MBNL3
PKN1,PPP2R5D
PKN1,RUVBL2
PKN1,TBC1D22A
PKN1,YWHAH
PKN3,HLCS
PLK1,BMX
PLK1,CHEK2
PLK1,MAPK8
PLK1,MLX
PLK1,PINX1
PLK1,RAGE
PLK1,RPS6KA2
PLK1,SCC-112
PLK1,UHMK1
PLK1,ZHX1
PLK1,ZNF223
PLK3,BRCA1
PLK3,ETS1
PLK3,MTA1
PLK3,XRCC1
PNCK,HLCS
PNCK,MDM2
PNCK,PLCD4
PNCK,PPP2R5D
PNCK,ZAP70
PRKAA1,CDK2
PRKAA1,CSDE1
PRKAA1,HCLS1
PRKAA1,MAPK12
PRKAA1,MAPK8
PRKAA1,PPP2R1A
PRKAA1,PPP2R1B
PRKAA1,PRKACA
PRKAA1,RAD51
PRKAA1,RIPK3
PRKAA2,ARID3A
PRKAA2,C11orf9
PRKAA2,CAMKK1
PRKAA2,COPS6
PRKAA2,CSDE1
PRKAA2,DDEFL1
PRKAA2,EEF1D
PRKAA2,EIF4A3
PRKAA2,HCLS1
PRKAA2,LUZP1
PRKAA2,MAPK8
PRKAA2,MDM2
PRKAA2,NFATC4
PRKAA2,NOL7
PRKAA2,PPP1R13L
PRKAA2,PRKACA
PRKAA2,PSMA6
PRKAA2,RPS6KA2
PRKAA2,SNUPN
PRKAA2,TBX20
PRKAA2,TRIM24
PRKAA2,UHMK1
PRKAA2,ZMYM3
PRKAA2,ZYX
PRKACA,ARID3A
PRKACA,BAD
PRKACA,BMI1
PRKACA,C13orf15
PRKACA,C19orf2
PRKACA,C21orf66
PRKACA,CAMKK1
PRKACA,CBFA2T3
PRKACA,CBL
PRKACA,CDCA7L
PRKACA,CHAF1B
PRKACA,CIAO1
PRKACA,CRIP2
PRKACA,CSDC2
PRKACA,CSDE1
PRKACA,CSRP3
PRKACA,CTTN
PRKACA,DAXX
PRKACA,DDEF2
PRKACA,EIF4ENIF1
PRKACA,EXOSC5
PRKACA,FIP1L1
PRKACA,FYN
PRKACA,GAS7
PRKACA,HCLS1
PRKACA,HLCS
PRKACA,HNRPK
PRKACA,ID2
PRKACA,IRF3
PRKACA,LARP1
PRKACA,LRRFIP1
PRKACA,MATR3
PRKACA,MDFI
PRKACA,MDM4
PRKACA,NASP
PRKACA,NCOA4
PRKACA,NEUROD1
PRKACA,NFATC3
PRKACA,NFATC4
PRKACA,NPM1
PRKACA,NRIP2
PRKACA,PHF17
PRKACA,PPP1R13L
PRKACA,PPP1R8
PRKACA,PRDX5
PRKACA,PRKAR1A
PRKACA,PSMA8
PRKACA,RBM19
PRKACA,RCHY1
PRKACA,RGS14
PRKACA,RNUXA
PRKACA,RUNX1T1
PRKACA,RUVBL2
PRKACA,RXRA
PRKACA,SAFB2
PRKACA,SIP1
PRKACA,SMARCC2
PRKACA,SMC3
PRKACA,SNUPN
PRKACA,STUB1
PRKACA,TAF10
PRKACA,TRIM28
PRKACA,TRIP10
PRKACA,TTF2
PRKACA,VHL
PRKACA,XPO1
PRKACA,XRCC4
PRKACA,YWHAE
PRKACA,YWHAH
PRKACA,ZHX1
PRKACA,ZYX
PRKACB,HCLS1
PRKACB,HLCS
PRKACB,MBNL3
PRKACB,MTA1
PRKACB,OTUD7B
PRKCA,ANKS1A
PRKCA,BFAR
PRKCA,CCDC40
PRKCA,CHGB
PRKCA,CSDE1
PRKCA,CSRP1
PRKCA,CSRP3
PRKCA,CTTN
PRKCA,EIF2B5
